Reviewer,Number,Authors,Title,Pub.year,URL,Species,Site,Latitude,Longitude,Loc.method,Month,Sample.year,Primer.note,Locus,Cross.species,He,Ho,A,Fis,He.mean,Ho.mean,A.mean,Fis.mean,He.sd,Ho.sd,A.sd,Fis.sd,Sample.Size,Notes,,,,,,,,
CR,1266,HE Rivera,"Genetic connectivity, adaptation, and phenotypic plasticity of corals and anemones under thermal stress",2019,https://dspace.mit.edu/handle/1721.1/122327,Porites lobata,Nikumaroro,-4.6802,-174.5216,GIVEN,NA,NA,NO,1551,NO,NA,NA,NA,NA,0.76,0.718,9.25,0.077,0.112677,0.220454,2.567065,NA,24,,,,,,,,,
CR,1266,HE Rivera,"Genetic connectivity, adaptation, and phenotypic plasticity of corals and anemones under thermal stress",2019,https://dspace.mit.edu/handle/1721.1/122327,Porites lobata,Nikumaroro,-4.6802,-174.5216,GIVEN,NA,NA,NO,1556,NO,NA,NA,NA,NA,0.76,0.718,9.25,0.077,0.112677,0.220454,2.567065,NA,24,,,,,,,,,
CR,1266,HE Rivera,"Genetic connectivity, adaptation, and phenotypic plasticity of corals and anemones under thermal stress",2019,https://dspace.mit.edu/handle/1721.1/122327,Porites lobata,Nikumaroro,-4.6802,-174.5216,GIVEN,NA,NA,NO,1629,NO,NA,NA,NA,NA,0.76,0.718,9.25,0.077,0.112677,0.220454,2.567065,NA,24,,,,,,,,,
CR,1266,HE Rivera,"Genetic connectivity, adaptation, and phenotypic plasticity of corals and anemones under thermal stress",2019,https://dspace.mit.edu/handle/1721.1/122327,Porites lobata,Nikumaroro,-4.6802,-174.5216,GIVEN,NA,NA,NO,1868,NO,NA,NA,NA,NA,0.76,0.718,9.25,0.077,0.112677,0.220454,2.567065,NA,24,,,,,,,,,
CR,1266,HE Rivera,"Genetic connectivity, adaptation, and phenotypic plasticity of corals and anemones under thermal stress",2019,https://dspace.mit.edu/handle/1721.1/122327,Porites lobata,Nikumaroro,-4.6802,-174.5216,GIVEN,NA,NA,NO,2069,NO,NA,NA,NA,NA,0.76,0.718,9.25,0.077,0.112677,0.220454,2.567065,NA,24,,,,,,,,,
CR,1266,HE Rivera,"Genetic connectivity, adaptation, and phenotypic plasticity of corals and anemones under thermal stress",2019,https://dspace.mit.edu/handle/1721.1/122327,Porites lobata,Nikumaroro,-4.6802,-174.5216,GIVEN,NA,NA,NO,2258,NO,NA,NA,NA,NA,0.76,0.718,9.25,0.077,0.112677,0.220454,2.567065,NA,24,,,,,,,,,
CR,1266,HE Rivera,"Genetic connectivity, adaptation, and phenotypic plasticity of corals and anemones under thermal stress",2019,https://dspace.mit.edu/handle/1721.1/122327,Porites lobata,Jarvis,-0.3698,-159.9988,GIVEN,NA,NA,NO,340,NO,NA,NA,NA,NA,0.806,0.739,13.667,0.093,0.091782,0.183565,5.41006,NA,26,,,,,,,,,
CR,1266,HE Rivera,"Genetic connectivity, adaptation, and phenotypic plasticity of corals and anemones under thermal stress",2019,https://dspace.mit.edu/handle/1721.1/122327,Porites lobata,Jarvis,-0.3698,-159.9988,GIVEN,NA,NA,NO,780,NO,NA,NA,NA,NA,0.806,0.739,13.667,0.093,0.091782,0.183565,5.41006,NA,26,,,,,,,,,
CR,1266,HE Rivera,"Genetic connectivity, adaptation, and phenotypic plasticity of corals and anemones under thermal stress",2019,https://dspace.mit.edu/handle/1721.1/122327,Porites lobata,Jarvis,-0.3698,-159.9988,GIVEN,NA,NA,NO,905,NO,NA,NA,NA,NA,0.806,0.739,13.667,0.093,0.091782,0.183565,5.41006,NA,26,,,,,,,,,
CR,1266,HE Rivera,"Genetic connectivity, adaptation, and phenotypic plasticity of corals and anemones under thermal stress",2019,https://dspace.mit.edu/handle/1721.1/122327,Porites lobata,Jarvis,-0.3698,-159.9988,GIVEN,NA,NA,NO,1357,NO,NA,NA,NA,NA,0.806,0.739,13.667,0.093,0.091782,0.183565,5.41006,NA,26,,,,,,,,,
CR,1266,HE Rivera,"Genetic connectivity, adaptation, and phenotypic plasticity of corals and anemones under thermal stress",2019,https://dspace.mit.edu/handle/1721.1/122327,Porites lobata,Jarvis,-0.3698,-159.9988,GIVEN,NA,NA,NO,1370,NO,NA,NA,NA,NA,0.806,0.739,13.667,0.093,0.091782,0.183565,5.41006,NA,26,,,,,,,,,
CR,1266,HE Rivera,"Genetic connectivity, adaptation, and phenotypic plasticity of corals and anemones under thermal stress",2019,https://dspace.mit.edu/handle/1721.1/122327,Porites lobata,Jarvis,-0.3698,-159.9988,GIVEN,NA,NA,NO,1483,NO,NA,NA,NA,NA,0.806,0.739,13.667,0.093,0.091782,0.183565,5.41006,NA,26,,,,,,,,,
CR,1266,HE Rivera,"Genetic connectivity, adaptation, and phenotypic plasticity of corals and anemones under thermal stress",2019,https://dspace.mit.edu/handle/1721.1/122327,Porites lobata,Jarvis,-0.3698,-159.9988,GIVEN,NA,NA,NO,1551,NO,NA,NA,NA,NA,0.806,0.739,13.667,0.093,0.091782,0.183565,5.41006,NA,26,,,,,,,,,
CR,1266,HE Rivera,"Genetic connectivity, adaptation, and phenotypic plasticity of corals and anemones under thermal stress",2019,https://dspace.mit.edu/handle/1721.1/122327,Porites lobata,Jarvis,-0.3698,-159.9988,GIVEN,NA,NA,NO,1556,NO,NA,NA,NA,NA,0.806,0.739,13.667,0.093,0.091782,0.183565,5.41006,NA,26,,,,,,,,,
CR,1266,HE Rivera,"Genetic connectivity, adaptation, and phenotypic plasticity of corals and anemones under thermal stress",2019,https://dspace.mit.edu/handle/1721.1/122327,Porites lobata,Jarvis,-0.3698,-159.9988,GIVEN,NA,NA,NO,1629,NO,NA,NA,NA,NA,0.806,0.739,13.667,0.093,0.091782,0.183565,5.41006,NA,26,,,,,,,,,
CR,1266,HE Rivera,"Genetic connectivity, adaptation, and phenotypic plasticity of corals and anemones under thermal stress",2019,https://dspace.mit.edu/handle/1721.1/122327,Porites lobata,Jarvis,-0.3698,-159.9988,GIVEN,NA,NA,NO,1868,NO,NA,NA,NA,NA,0.806,0.739,13.667,0.093,0.091782,0.183565,5.41006,NA,26,,,,,,,,,
CR,1266,HE Rivera,"Genetic connectivity, adaptation, and phenotypic plasticity of corals and anemones under thermal stress",2019,https://dspace.mit.edu/handle/1721.1/122327,Porites lobata,Jarvis,-0.3698,-159.9988,GIVEN,NA,NA,NO,2069,NO,NA,NA,NA,NA,0.806,0.739,13.667,0.093,0.091782,0.183565,5.41006,NA,26,,,,,,,,,
CR,1266,HE Rivera,"Genetic connectivity, adaptation, and phenotypic plasticity of corals and anemones under thermal stress",2019,https://dspace.mit.edu/handle/1721.1/122327,Porites lobata,Jarvis,-0.3698,-159.9988,GIVEN,NA,NA,NO,2258,NO,NA,NA,NA,NA,0.806,0.739,13.667,0.093,0.091782,0.183565,5.41006,NA,26,,,,,,,,,
CR,1266,HE Rivera,"Genetic connectivity, adaptation, and phenotypic plasticity of corals and anemones under thermal stress",2019,https://dspace.mit.edu/handle/1721.1/122327,Porites lobata,Mecherchar,7.161,134.349,GIVEN,NA,NA,NO,340,NO,NA,NA,NA,NA,0.8,0.79,12.25,NA,0.128062,0.192094,8.26003,NA,41,,,,,,,,,
CR,1266,HE Rivera,"Genetic connectivity, adaptation, and phenotypic plasticity of corals and anemones under thermal stress",2019,https://dspace.mit.edu/handle/1721.1/122327,Porites lobata,Mecherchar,7.161,134.349,GIVEN,NA,NA,NO,780,NO,NA,NA,NA,NA,0.8,0.79,12.25,NA,0.128062,0.192094,8.26003,NA,41,,,,,,,,,
CR,1266,HE Rivera,"Genetic connectivity, adaptation, and phenotypic plasticity of corals and anemones under thermal stress",2019,https://dspace.mit.edu/handle/1721.1/122327,Porites lobata,Mecherchar,7.161,134.349,GIVEN,NA,NA,NO,905,NO,NA,NA,NA,NA,0.8,0.79,12.25,NA,0.128062,0.192094,8.26003,NA,41,,,,,,,,,
CR,1266,HE Rivera,"Genetic connectivity, adaptation, and phenotypic plasticity of corals and anemones under thermal stress",2019,https://dspace.mit.edu/handle/1721.1/122327,Porites lobata,Mecherchar,7.161,134.349,GIVEN,NA,NA,NO,1357,NO,NA,NA,NA,NA,0.8,0.79,12.25,NA,0.128062,0.192094,8.26003,NA,41,,,,,,,,,
CR,1266,HE Rivera,"Genetic connectivity, adaptation, and phenotypic plasticity of corals and anemones under thermal stress",2019,https://dspace.mit.edu/handle/1721.1/122327,Porites lobata,Mecherchar,7.161,134.349,GIVEN,NA,NA,NO,1370,NO,NA,NA,NA,NA,0.8,0.79,12.25,NA,0.128062,0.192094,8.26003,NA,41,,,,,,,,,
CR,1266,HE Rivera,"Genetic connectivity, adaptation, and phenotypic plasticity of corals and anemones under thermal stress",2019,https://dspace.mit.edu/handle/1721.1/122327,Porites lobata,Mecherchar,7.161,134.349,GIVEN,NA,NA,NO,1483,NO,NA,NA,NA,NA,0.8,0.79,12.25,NA,0.128062,0.192094,8.26003,NA,41,,,,,,,,,
CR,1266,HE Rivera,"Genetic connectivity, adaptation, and phenotypic plasticity of corals and anemones under thermal stress",2019,https://dspace.mit.edu/handle/1721.1/122327,Porites lobata,Mecherchar,7.161,134.349,GIVEN,NA,NA,NO,1551,NO,NA,NA,NA,NA,0.8,0.79,12.25,NA,0.128062,0.192094,8.26003,NA,41,,,,,,,,,
CR,1266,HE Rivera,"Genetic connectivity, adaptation, and phenotypic plasticity of corals and anemones under thermal stress",2019,https://dspace.mit.edu/handle/1721.1/122327,Porites lobata,Mecherchar,7.161,134.349,GIVEN,NA,NA,NO,1556,NO,NA,NA,NA,NA,0.8,0.79,12.25,NA,0.128062,0.192094,8.26003,NA,41,,,,,,,,,
CR,1266,HE Rivera,"Genetic connectivity, adaptation, and phenotypic plasticity of corals and anemones under thermal stress",2019,https://dspace.mit.edu/handle/1721.1/122327,Porites lobata,Mecherchar,7.161,134.349,GIVEN,NA,NA,NO,1629,NO,NA,NA,NA,NA,0.8,0.79,12.25,NA,0.128062,0.192094,8.26003,NA,41,,,,,,,,,
CR,1266,HE Rivera,"Genetic connectivity, adaptation, and phenotypic plasticity of corals and anemones under thermal stress",2019,https://dspace.mit.edu/handle/1721.1/122327,Porites lobata,Mecherchar,7.161,134.349,GIVEN,NA,NA,NO,1868,NO,NA,NA,NA,NA,0.8,0.79,12.25,NA,0.128062,0.192094,8.26003,NA,41,,,,,,,,,
CR,1266,HE Rivera,"Genetic connectivity, adaptation, and phenotypic plasticity of corals and anemones under thermal stress",2019,https://dspace.mit.edu/handle/1721.1/122327,Porites lobata,Mecherchar,7.161,134.349,GIVEN,NA,NA,NO,2069,NO,NA,NA,NA,NA,0.8,0.79,12.25,NA,0.128062,0.192094,8.26003,NA,41,,,,,,,,,
CR,1266,HE Rivera,"Genetic connectivity, adaptation, and phenotypic plasticity of corals and anemones under thermal stress",2019,https://dspace.mit.edu/handle/1721.1/122327,Porites lobata,Mecherchar,7.161,134.349,GIVEN,NA,NA,NO,2258,NO,NA,NA,NA,NA,0.8,0.79,12.25,NA,0.128062,0.192094,8.26003,NA,41,,,,,,,,,
CR,1266,HE Rivera,"Genetic connectivity, adaptation, and phenotypic plasticity of corals and anemones under thermal stress",2019,https://dspace.mit.edu/handle/1721.1/122327,Porites lobata,Taoch,7.267,134.387,GIVEN,NA,NA,NO,340,NO,NA,NA,NA,NA,0.81,0.82,11.5,NA,0.126491,0.252982,8.285167,NA,40,,,,,,,,,
CR,1266,HE Rivera,"Genetic connectivity, adaptation, and phenotypic plasticity of corals and anemones under thermal stress",2019,https://dspace.mit.edu/handle/1721.1/122327,Porites lobata,Taoch,7.267,134.387,GIVEN,NA,NA,NO,780,NO,NA,NA,NA,NA,0.81,0.82,11.5,NA,0.126491,0.252982,8.285167,NA,40,,,,,,,,,
CR,1266,HE Rivera,"Genetic connectivity, adaptation, and phenotypic plasticity of corals and anemones under thermal stress",2019,https://dspace.mit.edu/handle/1721.1/122327,Porites lobata,Taoch,7.267,134.387,GIVEN,NA,NA,NO,905,NO,NA,NA,NA,NA,0.81,0.82,11.5,NA,0.126491,0.252982,8.285167,NA,40,,,,,,,,,
CR,1266,HE Rivera,"Genetic connectivity, adaptation, and phenotypic plasticity of corals and anemones under thermal stress",2019,https://dspace.mit.edu/handle/1721.1/122327,Porites lobata,Taoch,7.267,134.387,GIVEN,NA,NA,NO,1357,NO,NA,NA,NA,NA,0.81,0.82,11.5,NA,0.126491,0.252982,8.285167,NA,40,,,,,,,,,
CR,1266,HE Rivera,"Genetic connectivity, adaptation, and phenotypic plasticity of corals and anemones under thermal stress",2019,https://dspace.mit.edu/handle/1721.1/122327,Porites lobata,Taoch,7.267,134.387,GIVEN,NA,NA,NO,1370,NO,NA,NA,NA,NA,0.81,0.82,11.5,NA,0.126491,0.252982,8.285167,NA,40,,,,,,,,,
CR,1266,HE Rivera,"Genetic connectivity, adaptation, and phenotypic plasticity of corals and anemones under thermal stress",2019,https://dspace.mit.edu/handle/1721.1/122327,Porites lobata,Taoch,7.267,134.387,GIVEN,NA,NA,NO,1483,NO,NA,NA,NA,NA,0.81,0.82,11.5,NA,0.126491,0.252982,8.285167,NA,40,,,,,,,,,
CR,1266,HE Rivera,"Genetic connectivity, adaptation, and phenotypic plasticity of corals and anemones under thermal stress",2019,https://dspace.mit.edu/handle/1721.1/122327,Porites lobata,Taoch,7.267,134.387,GIVEN,NA,NA,NO,1551,NO,NA,NA,NA,NA,0.81,0.82,11.5,NA,0.126491,0.252982,8.285167,NA,40,,,,,,,,,
CR,1266,HE Rivera,"Genetic connectivity, adaptation, and phenotypic plasticity of corals and anemones under thermal stress",2019,https://dspace.mit.edu/handle/1721.1/122327,Porites lobata,Taoch,7.267,134.387,GIVEN,NA,NA,NO,1556,NO,NA,NA,NA,NA,0.81,0.82,11.5,NA,0.126491,0.252982,8.285167,NA,40,,,,,,,,,
CR,1266,HE Rivera,"Genetic connectivity, adaptation, and phenotypic plasticity of corals and anemones under thermal stress",2019,https://dspace.mit.edu/handle/1721.1/122327,Porites lobata,Taoch,7.267,134.387,GIVEN,NA,NA,NO,1629,NO,NA,NA,NA,NA,0.81,0.82,11.5,NA,0.126491,0.252982,8.285167,NA,40,,,,,,,,,
CR,1266,HE Rivera,"Genetic connectivity, adaptation, and phenotypic plasticity of corals and anemones under thermal stress",2019,https://dspace.mit.edu/handle/1721.1/122327,Porites lobata,Taoch,7.267,134.387,GIVEN,NA,NA,NO,1868,NO,NA,NA,NA,NA,0.81,0.82,11.5,NA,0.126491,0.252982,8.285167,NA,40,,,,,,,,,
CR,1266,HE Rivera,"Genetic connectivity, adaptation, and phenotypic plasticity of corals and anemones under thermal stress",2019,https://dspace.mit.edu/handle/1721.1/122327,Porites lobata,Taoch,7.267,134.387,GIVEN,NA,NA,NO,2069,NO,NA,NA,NA,NA,0.81,0.82,11.5,NA,0.126491,0.252982,8.285167,NA,40,,,,,,,,,
CR,1266,HE Rivera,"Genetic connectivity, adaptation, and phenotypic plasticity of corals and anemones under thermal stress",2019,https://dspace.mit.edu/handle/1721.1/122327,Porites lobata,Taoch,7.267,134.387,GIVEN,NA,NA,NO,2258,NO,NA,NA,NA,NA,0.81,0.82,11.5,NA,0.126491,0.252982,8.285167,NA,40,,,,,,,,,
CR,1266,HE Rivera,"Genetic connectivity, adaptation, and phenotypic plasticity of corals and anemones under thermal stress",2019,https://dspace.mit.edu/handle/1721.1/122327,Porites lobata,Risong,7.31,134.477,GIVEN,NA,NA,NO,340,NO,NA,NA,NA,NA,0.79,0.7,10.08,NA,0.123693,0.164924,4.246799,NA,17,,,,,,,,,
CR,1266,HE Rivera,"Genetic connectivity, adaptation, and phenotypic plasticity of corals and anemones under thermal stress",2019,https://dspace.mit.edu/handle/1721.1/122327,Porites lobata,Risong,7.31,134.477,GIVEN,NA,NA,NO,780,NO,NA,NA,NA,NA,0.79,0.7,10.08,NA,0.123693,0.164924,4.246799,NA,17,,,,,,,,,
CR,1266,HE Rivera,"Genetic connectivity, adaptation, and phenotypic plasticity of corals and anemones under thermal stress",2019,https://dspace.mit.edu/handle/1721.1/122327,Porites lobata,Risong,7.31,134.477,GIVEN,NA,NA,NO,905,NO,NA,NA,NA,NA,0.79,0.7,10.08,NA,0.123693,0.164924,4.246799,NA,17,,,,,,,,,
CR,1266,HE Rivera,"Genetic connectivity, adaptation, and phenotypic plasticity of corals and anemones under thermal stress",2019,https://dspace.mit.edu/handle/1721.1/122327,Porites lobata,Risong,7.31,134.477,GIVEN,NA,NA,NO,1357,NO,NA,NA,NA,NA,0.79,0.7,10.08,NA,0.123693,0.164924,4.246799,NA,17,,,,,,,,,
CR,1266,HE Rivera,"Genetic connectivity, adaptation, and phenotypic plasticity of corals and anemones under thermal stress",2019,https://dspace.mit.edu/handle/1721.1/122327,Porites lobata,Risong,7.31,134.477,GIVEN,NA,NA,NO,1370,NO,NA,NA,NA,NA,0.79,0.7,10.08,NA,0.123693,0.164924,4.246799,NA,17,,,,,,,,,
CR,1266,HE Rivera,"Genetic connectivity, adaptation, and phenotypic plasticity of corals and anemones under thermal stress",2019,https://dspace.mit.edu/handle/1721.1/122327,Porites lobata,Risong,7.31,134.477,GIVEN,NA,NA,NO,1483,NO,NA,NA,NA,NA,0.79,0.7,10.08,NA,0.123693,0.164924,4.246799,NA,17,,,,,,,,,
CR,1266,HE Rivera,"Genetic connectivity, adaptation, and phenotypic plasticity of corals and anemones under thermal stress",2019,https://dspace.mit.edu/handle/1721.1/122327,Porites lobata,Risong,7.31,134.477,GIVEN,NA,NA,NO,1551,NO,NA,NA,NA,NA,0.79,0.7,10.08,NA,0.123693,0.164924,4.246799,NA,17,,,,,,,,,
CR,1266,HE Rivera,"Genetic connectivity, adaptation, and phenotypic plasticity of corals and anemones under thermal stress",2019,https://dspace.mit.edu/handle/1721.1/122327,Porites lobata,Risong,7.31,134.477,GIVEN,NA,NA,NO,1556,NO,NA,NA,NA,NA,0.79,0.7,10.08,NA,0.123693,0.164924,4.246799,NA,17,,,,,,,,,
CR,1266,HE Rivera,"Genetic connectivity, adaptation, and phenotypic plasticity of corals and anemones under thermal stress",2019,https://dspace.mit.edu/handle/1721.1/122327,Porites lobata,Risong,7.31,134.477,GIVEN,NA,NA,NO,1629,NO,NA,NA,NA,NA,0.79,0.7,10.08,NA,0.123693,0.164924,4.246799,NA,17,,,,,,,,,
CR,1266,HE Rivera,"Genetic connectivity, adaptation, and phenotypic plasticity of corals and anemones under thermal stress",2019,https://dspace.mit.edu/handle/1721.1/122327,Porites lobata,Risong,7.31,134.477,GIVEN,NA,NA,NO,1868,NO,NA,NA,NA,NA,0.79,0.7,10.08,NA,0.123693,0.164924,4.246799,NA,17,,,,,,,,,
CR,1266,HE Rivera,"Genetic connectivity, adaptation, and phenotypic plasticity of corals and anemones under thermal stress",2019,https://dspace.mit.edu/handle/1721.1/122327,Porites lobata,Risong,7.31,134.477,GIVEN,NA,NA,NO,2069,NO,NA,NA,NA,NA,0.79,0.7,10.08,NA,0.123693,0.164924,4.246799,NA,17,,,,,,,,,
CR,1266,HE Rivera,"Genetic connectivity, adaptation, and phenotypic plasticity of corals and anemones under thermal stress",2019,https://dspace.mit.edu/handle/1721.1/122327,Porites lobata,Risong,7.31,134.477,GIVEN,NA,NA,NO,2258,NO,NA,NA,NA,NA,0.79,0.7,10.08,NA,0.123693,0.164924,4.246799,NA,17,,,,,,,,,
CR,1266,HE Rivera,"Genetic connectivity, adaptation, and phenotypic plasticity of corals and anemones under thermal stress",2019,https://dspace.mit.edu/handle/1721.1/122327,Porites lobata,Ngermid Bay,7.333,134.507,GIVEN,NA,NA,NO,340,NO,NA,NA,NA,NA,0.83,0.8,12.75,NA,0.1249,0.18735,8.992797,NA,39,,,,,,,,,
CR,1266,HE Rivera,"Genetic connectivity, adaptation, and phenotypic plasticity of corals and anemones under thermal stress",2019,https://dspace.mit.edu/handle/1721.1/122327,Porites lobata,Ngermid Bay,7.333,134.507,GIVEN,NA,NA,NO,780,NO,NA,NA,NA,NA,0.83,0.8,12.75,NA,0.1249,0.18735,8.992797,NA,39,,,,,,,,,
CR,1266,HE Rivera,"Genetic connectivity, adaptation, and phenotypic plasticity of corals and anemones under thermal stress",2019,https://dspace.mit.edu/handle/1721.1/122327,Porites lobata,Ngermid Bay,7.333,134.507,GIVEN,NA,NA,NO,905,NO,NA,NA,NA,NA,0.83,0.8,12.75,NA,0.1249,0.18735,8.992797,NA,39,,,,,,,,,
CR,1266,HE Rivera,"Genetic connectivity, adaptation, and phenotypic plasticity of corals and anemones under thermal stress",2019,https://dspace.mit.edu/handle/1721.1/122327,Porites lobata,Ngermid Bay,7.333,134.507,GIVEN,NA,NA,NO,1357,NO,NA,NA,NA,NA,0.83,0.8,12.75,NA,0.1249,0.18735,8.992797,NA,39,,,,,,,,,
CR,1266,HE Rivera,"Genetic connectivity, adaptation, and phenotypic plasticity of corals and anemones under thermal stress",2019,https://dspace.mit.edu/handle/1721.1/122327,Porites lobata,Ngermid Bay,7.333,134.507,GIVEN,NA,NA,NO,1370,NO,NA,NA,NA,NA,0.83,0.8,12.75,NA,0.1249,0.18735,8.992797,NA,39,,,,,,,,,
CR,1266,HE Rivera,"Genetic connectivity, adaptation, and phenotypic plasticity of corals and anemones under thermal stress",2019,https://dspace.mit.edu/handle/1721.1/122327,Porites lobata,Ngermid Bay,7.333,134.507,GIVEN,NA,NA,NO,1483,NO,NA,NA,NA,NA,0.83,0.8,12.75,NA,0.1249,0.18735,8.992797,NA,39,,,,,,,,,
CR,1266,HE Rivera,"Genetic connectivity, adaptation, and phenotypic plasticity of corals and anemones under thermal stress",2019,https://dspace.mit.edu/handle/1721.1/122327,Porites lobata,Ngermid Bay,7.333,134.507,GIVEN,NA,NA,NO,1551,NO,NA,NA,NA,NA,0.83,0.8,12.75,NA,0.1249,0.18735,8.992797,NA,39,,,,,,,,,
CR,1266,HE Rivera,"Genetic connectivity, adaptation, and phenotypic plasticity of corals and anemones under thermal stress",2019,https://dspace.mit.edu/handle/1721.1/122327,Porites lobata,Ngermid Bay,7.333,134.507,GIVEN,NA,NA,NO,1556,NO,NA,NA,NA,NA,0.83,0.8,12.75,NA,0.1249,0.18735,8.992797,NA,39,,,,,,,,,
CR,1266,HE Rivera,"Genetic connectivity, adaptation, and phenotypic plasticity of corals and anemones under thermal stress",2019,https://dspace.mit.edu/handle/1721.1/122327,Porites lobata,Ngermid Bay,7.333,134.507,GIVEN,NA,NA,NO,1629,NO,NA,NA,NA,NA,0.83,0.8,12.75,NA,0.1249,0.18735,8.992797,NA,39,,,,,,,,,
CR,1266,HE Rivera,"Genetic connectivity, adaptation, and phenotypic plasticity of corals and anemones under thermal stress",2019,https://dspace.mit.edu/handle/1721.1/122327,Porites lobata,Ngermid Bay,7.333,134.507,GIVEN,NA,NA,NO,1868,NO,NA,NA,NA,NA,0.83,0.8,12.75,NA,0.1249,0.18735,8.992797,NA,39,,,,,,,,,
CR,1266,HE Rivera,"Genetic connectivity, adaptation, and phenotypic plasticity of corals and anemones under thermal stress",2019,https://dspace.mit.edu/handle/1721.1/122327,Porites lobata,Ngermid Bay,7.333,134.507,GIVEN,NA,NA,NO,2069,NO,NA,NA,NA,NA,0.83,0.8,12.75,NA,0.1249,0.18735,8.992797,NA,39,,,,,,,,,
CR,1266,HE Rivera,"Genetic connectivity, adaptation, and phenotypic plasticity of corals and anemones under thermal stress",2019,https://dspace.mit.edu/handle/1721.1/122327,Porites lobata,Ngermid Bay,7.333,134.507,GIVEN,NA,NA,NO,2258,NO,NA,NA,NA,NA,0.83,0.8,12.75,NA,0.1249,0.18735,8.992797,NA,39,,,,,,,,,
CR,1266,HE Rivera,"Genetic connectivity, adaptation, and phenotypic plasticity of corals and anemones under thermal stress",2019,https://dspace.mit.edu/handle/1721.1/122327,Porites lobata,Helen,2.933,131.776,GIVEN,NA,NA,NO,340,NO,NA,NA,NA,NA,0.84,0.82,15.58,NA,0.152315,0.228473,12.337552,NA,58,,,,,,,,,
CR,1266,HE Rivera,"Genetic connectivity, adaptation, and phenotypic plasticity of corals and anemones under thermal stress",2019,https://dspace.mit.edu/handle/1721.1/122327,Porites lobata,Helen,2.933,131.776,GIVEN,NA,NA,NO,780,NO,NA,NA,NA,NA,0.84,0.82,15.58,NA,0.152315,0.228473,12.337552,NA,58,,,,,,,,,
CR,1266,HE Rivera,"Genetic connectivity, adaptation, and phenotypic plasticity of corals and anemones under thermal stress",2019,https://dspace.mit.edu/handle/1721.1/122327,Porites lobata,Helen,2.933,131.776,GIVEN,NA,NA,NO,905,NO,NA,NA,NA,NA,0.84,0.82,15.58,NA,0.152315,0.228473,12.337552,NA,58,,,,,,,,,
CR,1266,HE Rivera,"Genetic connectivity, adaptation, and phenotypic plasticity of corals and anemones under thermal stress",2019,https://dspace.mit.edu/handle/1721.1/122327,Porites lobata,Helen,2.933,131.776,GIVEN,NA,NA,NO,1357,NO,NA,NA,NA,NA,0.84,0.82,15.58,NA,0.152315,0.228473,12.337552,NA,58,,,,,,,,,
CR,1266,HE Rivera,"Genetic connectivity, adaptation, and phenotypic plasticity of corals and anemones under thermal stress",2019,https://dspace.mit.edu/handle/1721.1/122327,Porites lobata,Helen,2.933,131.776,GIVEN,NA,NA,NO,1370,NO,NA,NA,NA,NA,0.84,0.82,15.58,NA,0.152315,0.228473,12.337552,NA,58,,,,,,,,,
CR,1266,HE Rivera,"Genetic connectivity, adaptation, and phenotypic plasticity of corals and anemones under thermal stress",2019,https://dspace.mit.edu/handle/1721.1/122327,Porites lobata,Helen,2.933,131.776,GIVEN,NA,NA,NO,1483,NO,NA,NA,NA,NA,0.84,0.82,15.58,NA,0.152315,0.228473,12.337552,NA,58,,,,,,,,,
CR,1266,HE Rivera,"Genetic connectivity, adaptation, and phenotypic plasticity of corals and anemones under thermal stress",2019,https://dspace.mit.edu/handle/1721.1/122327,Porites lobata,Helen,2.933,131.776,GIVEN,NA,NA,NO,1551,NO,NA,NA,NA,NA,0.84,0.82,15.58,NA,0.152315,0.228473,12.337552,NA,58,,,,,,,,,
CR,1266,HE Rivera,"Genetic connectivity, adaptation, and phenotypic plasticity of corals and anemones under thermal stress",2019,https://dspace.mit.edu/handle/1721.1/122327,Porites lobata,Helen,2.933,131.776,GIVEN,NA,NA,NO,1556,NO,NA,NA,NA,NA,0.84,0.82,15.58,NA,0.152315,0.228473,12.337552,NA,58,,,,,,,,,
CR,1266,HE Rivera,"Genetic connectivity, adaptation, and phenotypic plasticity of corals and anemones under thermal stress",2019,https://dspace.mit.edu/handle/1721.1/122327,Porites lobata,Helen,2.933,131.776,GIVEN,NA,NA,NO,1629,NO,NA,NA,NA,NA,0.84,0.82,15.58,NA,0.152315,0.228473,12.337552,NA,58,,,,,,,,,
CR,1266,HE Rivera,"Genetic connectivity, adaptation, and phenotypic plasticity of corals and anemones under thermal stress",2019,https://dspace.mit.edu/handle/1721.1/122327,Porites lobata,Helen,2.933,131.776,GIVEN,NA,NA,NO,1868,NO,NA,NA,NA,NA,0.84,0.82,15.58,NA,0.152315,0.228473,12.337552,NA,58,,,,,,,,,
CR,1266,HE Rivera,"Genetic connectivity, adaptation, and phenotypic plasticity of corals and anemones under thermal stress",2019,https://dspace.mit.edu/handle/1721.1/122327,Porites lobata,Helen,2.933,131.776,GIVEN,NA,NA,NO,2069,NO,NA,NA,NA,NA,0.84,0.82,15.58,NA,0.152315,0.228473,12.337552,NA,58,,,,,,,,,
CR,1266,HE Rivera,"Genetic connectivity, adaptation, and phenotypic plasticity of corals and anemones under thermal stress",2019,https://dspace.mit.edu/handle/1721.1/122327,Porites lobata,Helen,2.933,131.776,GIVEN,NA,NA,NO,2258,NO,NA,NA,NA,NA,0.84,0.82,15.58,NA,0.152315,0.228473,12.337552,NA,58,,,,,,,,,
